"id","identity_id","stage","file","sex","age_group","age","class","body","direction","hair_color","skin_tone","features","clothing","marital_status","source_file","source_sha256","reference_files","prompt","sha256"
"P35","P35","pool","portraits/P35.png","f","mature","50","poor_servant","fat","right","dark brown streaked grey","light pinkish honey-beige","wide domed forehead, long convex beaked nose, close-set pale blue eyes beneath high fine brows, small thin mouth, very round lower cheeks and double chin, broad shoulders","secondhand subdued blue-grey wool kirtle with neat cream headcloth and wimple, patched brown shoulder wrap, quiet and dignified expression","widow","provenance/raw/P35.png","90e9672b9b8cf98aa9b04af1ee4c80965e7cdffe476527b68af136404de01225","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 50-year-old female person in southern England around 1300; authentically facing toward viewer RIGHT in a three-quarter view, nose projecting toward image right. visibly fat build, full cheeks and fleshy jaw, thick neck and broad soft shoulders. Unique anatomical identity: wide domed forehead, long convex beaked nose, close-set pale blue eyes beneath high fine brows, small thin mouth, very round lower cheeks and double chin, broad shoulders. Skin: light pinkish honey-beige; hair: dark brown streaked grey. Period clothing integrated naturally into this complete bust portrait: secondhand subdued blue-grey wool kirtle with neat cream headcloth and wimple, patched brown shoulder wrap, quiet and dignified expression. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","fb58d2ede96cb4a3b29b1bd4bc2e52e66539693e8fbfd498e76eaa78d0055b10"
"P36","P36","pool","portraits/P36.png","m","old","79","poor_servant","thin","left","sparse white","fair pale yellow-ivory with age spots","very long narrow skull, high hollow temples, broad asymmetrical snub nose, large tired blue eyes, long thin lips, deeply notched pointed chin, conspicuously large open ears, bald top with wispy white side hair, no beard","repaired muted brick-brown wool tunic and faded moss shoulder cloth, plain clothing with visible weave, calm expression without caricature","widower","provenance/raw/P36.png","b7d773298b84555e6aad919c04ae36378022954858dfbe548a2e59d8ca80cc13","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 79-year-old male person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. visibly lean build, angular cheek and slender neck and shoulders. Unique anatomical identity: very long narrow skull, high hollow temples, broad asymmetrical snub nose, large tired blue eyes, long thin lips, deeply notched pointed chin, conspicuously large open ears, bald top with wispy white side hair, no beard. Skin: fair pale yellow-ivory with age spots; hair: sparse white. Period clothing integrated naturally into this complete bust portrait: repaired muted brick-brown wool tunic and faded moss shoulder cloth, plain clothing with visible weave, calm expression without caricature. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","86ba3887e8c9cd33a1a022e0fb477ebdb6c8fbbab61be635c1350e3457ba6f18"
"P01_young","P01","young","aging/P01_young.png","m","young","26","labour","thin","left","chestnut","light cool rosy freckled skin","very long narrow cranium, oversized projecting ears, long straight broad-bridge nose slightly turned down, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony shoulders, clean shaven","faded woad-blue wool tunic with repaired shoulder, undyed linen neck, no hat, barely visible wooden spade handle at shoulder","unmarried","provenance/raw/P01.png","f27a7fea017dc46547303d5ce2d388b2e67dfa0ee1d837b2c3a6c0a99bacfd02","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. Male farm labourer age26, THIN with a very long narrow cranium, oversized projecting ears, long straight broad-bridge nose with slightly downturned tip, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony sloping shoulders. Light cool rosy skin scattered freckles, chestnut untidy ear-length hair, clean shaven. Left-facing three-quarter: nose clearly points to IMAGE LEFT, both eyes visible. Faded woad-blue wool tunic with neatly repaired shoulder, undyed linen at neck, NO hat. Barely visible wooden spade handle at lower shoulder. Neutral thoughtful expression, no smile. A distinctive unusual but entirely plausible real face; not conventionally handsome.","4d5fbcfefa9fb22364106d9f76f20e3d8f28b1c78e8ed8257786e131b664dc3f"
"P01_mature","P01","mature","aging/P01_mature.png","m","mature","45","labour","thin","left","brown mixed grey","light cool rosy freckled skin","very long narrow cranium, oversized projecting ears, long straight broad-bridge nose slightly turned down, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony shoulders, clean shaven","faded woad-blue wool tunic with repaired shoulder, undyed linen neck, no hat, barely visible wooden spade handle at shoulder","unmarried","provenance/raw/P01_mature.png","f77b804a27db85436425c31a0a349309300bd3ac2d9fab53ffb588e8a95d0967","provenance/references/4d5fbcfefa9f-P01.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 45. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: very long narrow cranium, oversized projecting ears, long straight broad-bridge nose slightly turned down, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony shoulders, clean shaven. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Subtle but clear middle age: nasolabial folds, incipient forehead and eye wrinkles, slightly heavier lower eyelids, natural early grey temples, modest soft-tissue aging. Face must visibly age beyond young adult while retaining its personhood. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","31474da8638ae80b6aa01c09f495c3ab252512897f90b509eb2cf0b359e5375b"
"P01_old","P01","old","aging/P01_old.png","m","old","70","labour","thin","left","grey brown","light cool rosy freckled skin","very long narrow cranium, oversized projecting ears, long straight broad-bridge nose slightly turned down, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony shoulders, clean shaven","faded woad-blue wool tunic with repaired shoulder, undyed linen neck, no hat, barely visible wooden spade handle at shoulder","unmarried","provenance/raw/P01_old.png","41fe0748e6b172892a411fb1712e01091ec09d43495453b83329816de57207e5","provenance/references/4d5fbcfefa9f-P01.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 70. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: very long narrow cranium, oversized projecting ears, long straight broad-bridge nose slightly turned down, close-set grey eyes, thin lips, cleft narrow chin, long thin neck and bony shoulders, clean shaven. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Clearly elderly70: substantial anatomical aging, thinner skin with age spots and fine irregular wrinkles, sagging cheeks and jowls, under-eye hollows, softened jawline, thinner grey-white hair/receding hairline if visible, older neck. Preserve underlying bones and nose identity. Age the whole person naturally, not just add drawn zigzag wrinkle lines. Healthy believable elder, not gruesome. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","cb25dd95ff20098337e057024c63a8d0e9bb1d960bd4cc831d0b5e149f77668d"
"P08_young","P08","young","aging/P08_young.png","m","young","24","artisan","thin","left","red brown","very fair rosy ivory","short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair","dull grey-green wool tunic, natural leather cobbler apron, small awl secured at chest edge, no modern haircut; soft plain brown wool cap visible in selected painting","unmarried","provenance/raw/P08.png","6e031c59bc932ec8e3116500fd59591cce254cb09a1294ced3aa98d73e7c126c","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. A24yearold male cobbler, thin lanky neck and bony shoulders BUT a SHORT WIDE DIAMOND face, NOT a long face. short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair. Veryfair ivory skin, copperhair. Left threequarter nose points imageLEFT. Dullgreygreen wool tunic, naturalleather cobbler apron and smallawlsecuredatchest. No beard. Realistic unusual natural features, no caricature.","9842ffffb28188c951e7a588686bd2fa0c1a556124e45ec7c3bff838af008a10"
"P08_mature","P08","mature","aging/P08_mature.png","m","mature","45","artisan","thin","left","copper brown with grey temples","very fair rosy ivory","short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair","dull grey-green wool tunic, natural leather cobbler apron, small awl secured at chest edge, no modern haircut; soft plain brown wool cap visible in selected painting","unmarried","provenance/raw/P08_mature.png","1c42c9cc53babab87d6220d414fab1c1a70d0c25ef8a412ad98f279972bea26e","provenance/references/9842ffffb281-P08.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 45. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Subtle but clear middle age: nasolabial folds, incipient forehead and eye wrinkles, slightly heavier lower eyelids, natural early grey temples, modest soft-tissue aging. Face must visibly age beyond young adult while retaining its personhood. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","961aa7321051826c8a3f44bbe2f13cbdc3a40b42c4486f65a4cf7e1f3be0feae"
"P08_old","P08","old","aging/P08_old.png","m","old","70","artisan","thin","left","grey with remaining copper; mostly covered","very fair rosy ivory","short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair","dull grey-green wool tunic, natural leather cobbler apron, small awl secured at chest edge, no modern haircut; soft plain brown wool cap visible in selected painting","unmarried","provenance/raw/P08_old.png","f586e5ff853653cc6220408ccfd6caf7d4d039ab0d2e285e0f6cf0b9701185fa","provenance/references/9842ffffb281-P08.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 70. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: short broad diamond-shaped cranium despite lean body, very wide high cheekbones and abruptly small recessed chin, extremely short upturned snub nose with broad nostrils, wide-set round amber eyes, low horizontal brow, small close-fitting ears, broad fleshy lips and a tiny healed cleft scar at upper lip; sparse straight copper hair. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Clearly elderly70: substantial anatomical aging, thinner skin with age spots and fine irregular wrinkles, sagging cheeks and jowls, under-eye hollows, softened jawline, thinner grey-white hair/receding hairline if visible, older neck. Preserve underlying bones and nose identity. Age the whole person naturally, not just add drawn zigzag wrinkle lines. Healthy believable elder, not gruesome. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","29266e76058ee812a639c33ad530fbcd0f62e11357d3740e753c5da0ecc1048c"
"P14_young","P14","young","aging/P14_young.png","f","young","25","merchant","average","left","copper red","fair creamy skin with concentrated nose freckles","broad heart-shaped skull, wide flat cheekbones and a very narrow cleft chin, long straight nose ending in a pronounced round tip, large tilted green eyes, thin arched brows, distinct high ears, tiny mole below her own left eye","fine muted madder-red wool kirtle with modest fitted sleeves, cream linen veil held with a narrow simple band, small folded account parchment at lower edge","married","provenance/raw/P14.png","a5dae5fc8bd2d7f5448543f5079949121fd7b4df00fd281cd7d677f78a0c1701","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 25-year-old female person in southern England around 1300; authentically facing toward viewer LEFT in a three-quarter view, nose projecting toward image left. ordinary medium build with natural cheek volume, medium neck and shoulders. Unique anatomical identity: broad heart-shaped skull, wide flat cheekbones and a very narrow cleft chin, long straight nose ending in a pronounced round tip, large tilted green eyes, thin arched brows, distinct high ears, tiny mole below her own left eye. Skin: fair creamy skin with concentrated nose freckles; hair: copper red. Period clothing integrated naturally into this complete bust portrait: fine muted madder-red wool kirtle with modest fitted sleeves, cream linen veil held with a narrow simple band, small folded account parchment at lower edge. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","837bc37f4bfa5fb5ba7c6af22708458bc031afff5a5070acadd3d51b5675817f"
"P14_mature","P14","mature","aging/P14_mature.png","f","mature","45","merchant","average","left","auburn with grey temples","fair creamy skin with concentrated nose freckles","broad heart-shaped skull, wide flat cheekbones and a very narrow cleft chin, long straight nose ending in a pronounced round tip, large tilted green eyes, thin arched brows, distinct high ears, tiny mole below her own left eye","fine muted madder-red wool kirtle with modest fitted sleeves, cream linen veil held with a narrow simple band, small folded account parchment at lower edge","married","provenance/raw/P14_mature.png","d954dc7bb4a505d095e3ca9135f4e3bfd542df18d5ee8899a4c011481311f856","provenance/references/837bc37f4bfa-P14.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 45. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: broad heart-shaped skull, wide flat cheekbones and a very narrow cleft chin, long straight nose ending in a pronounced round tip, large tilted green eyes, thin arched brows, distinct high ears, tiny mole below her own left eye. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Subtle but clear middle age: nasolabial folds, incipient forehead and eye wrinkles, slightly heavier lower eyelids, natural early grey temples, modest soft-tissue aging. Face must visibly age beyond young adult while retaining its personhood. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","e9c85e8ceb8acb2b7e860d1310cf26343f73e141b5489b42bd7eb69b1eeec00b"
"P14_old","P14","old","aging/P14_old.png","f","old","70","merchant","average","left","silver white","fair creamy skin with concentrated nose freckles","broad heart-shaped skull, wide flat cheekbones and a very narrow cleft chin, long straight nose ending in a pronounced round tip, large tilted green eyes, thin arched brows, distinct high ears, tiny mole below her own left eye","fine muted madder-red wool kirtle with modest fitted sleeves, cream linen veil held with a narrow simple band, small folded account parchment at lower edge","married","provenance/raw/P14_old.png","906d9e689a21edd603c99e8e9ecc4e93aa2b9cbbeaf7c218a70afebad958b09c","provenance/references/837bc37f4bfa-P14.png","Use case: identity-preserve. Paint this EXACT WOMAN at age70, substantially elderly and recognizably her. Preserve her distinctive convex nose, long narrow lower face and small chin, eye spacing, thin lips, visible ear anatomy, slight asymmetries. Keep precisely the same left-facing3/4 orientation, costume, cream linen veil, brooch/merchant detail and muted red dress. Same framing grey-brown flat background upperleft light and painterly natural realism. Strong natural whole-face aging: clearly silver-white hair at forehead/temples, deep set eyes with drooping upperlids, lower cheeks sagging gently, fine irregular age spots, soft jowls and older neck with loose skin; less fat in temples. At96pixels should immediately read an elderly woman aged65-75, NOT a middle-aged50yearold. Maintain bone/nose/eye identity; no nose redesign. No wrinkle overlay effect, no zigzag drawn lines, no caricature. One coherent finished opaque square painting, no text/frame/panels, no mirroring.","143b63cd7c445b42f98bad8e5504d7329364c74e15054b148132151bdf80c780"
"P20_young","P20","young","aging/P20_young.png","f","young","28","gentry","thin","front","dark ash brown","light tawny beige","long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth","fine subdued grey-green wool kirtle and plain surcoat, cream linen veil draped over hair and shoulders, narrow simple bronze brooch","married","provenance/raw/P20.png","c2025eaadc5c08936454388dbe0289daa21d03bd75db7d5ec3999d90dfd0f774","provenance/references/4fe32158e0ec-pt_pilot_P1-v1.png; provenance/references/f38fd1c9242e-pt_pilot_P5-v1.png; provenance/references/07f3c0b5566d-청지기_화풍참조.png","Use case: historical-scene. Create ONE complete indivisible painted bust portrait for a historical game, a genuinely different human individual, not a face template with changed costume. Southern England circa 1300. Square composition, entire head with comfortable top margin, upper torso and both shoulders naturally cropped at bottom, eye line about 40-48% of height. Plain uniform low-saturation grey-brown background like the references, opaque. Natural hand-painted realism matching pilot references: fine restrained brush texture, believable skin and wool, soft upper-left illumination, muted earth/woad/madder palette. Not photographic, not caricature, no black outlines, no text, no frame, no lettering, no symbols in background. References are ONLY painting style/finish examples, NEVER copy their face, skull, pose or clothing. Subject-specific bone structure, age, body fat and asymmetries must be immediately apparent at96px. Paint direction natively; do not mirror any reference. No modern haircuts, no modern priest collar, no bright primary colors. Face physique and skin tone must not communicate moral worth. Draw coherent full person and garment together, no layers, no cutout look. One distinct 28-year-old female person in southern England around 1300; almost front-facing, natural slight asymmetry, both cheeks visible. visibly lean build, angular cheek and slender neck and shoulders. Unique anatomical identity: long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth. Skin: light tawny beige; hair: dark ash brown. Period clothing integrated naturally into this complete bust portrait: fine subdued grey-green wool kirtle and plain surcoat, cream linen veil draped over hair and shoulders, narrow simple bronze brooch. Natural dignified human expression; anatomy is distinctive but believable, never caricature. Do not copy facial anatomy, head proportions, pose or body silhouette from the style reference. No moral meaning attached to body shape, skin tone, age or class. Paint this direction directly, never mirror an existing portrait.","113d19e7b7ee5982f62aa341cf50ea4963efc379d4709005e21cf4b7af4266cb"
"P20_mature","P20","mature","aging/P20_mature.png","f","mature","45","gentry","thin","front","dark ash brown with grey temples","light tawny beige","long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth","fine subdued grey-green wool kirtle and plain surcoat, cream linen veil draped over hair and shoulders, narrow simple bronze brooch","married","provenance/raw/P20_mature.png","1100e96bb1a9ecbf6cae11e4efe4271f34b0a781c2bbf35308f6d16b40ce8166","provenance/references/113d19e7b7ee-P20.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 45. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Subtle but clear middle age: nasolabial folds, incipient forehead and eye wrinkles, slightly heavier lower eyelids, natural early grey temples, modest soft-tissue aging. Face must visibly age beyond young adult while retaining its personhood. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","6cd6e4180499bac3e03f0c1e1152df4f330d7a55ea39c0c7d663a59fddbbe188"
"P20_old","P20","old","aging/P20_old.png","f","old","70","gentry","thin","front","grey white; partly covered","light tawny beige","long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth","fine subdued grey-green wool kirtle and plain surcoat, cream linen veil draped over hair and shoulders, narrow simple bronze brooch","married","provenance/raw/P20_old.png","88dc92103f53c25ecfa5f2b837c9144ba183ef0f1efd26256d39bae46f93deb2","provenance/references/113d19e7b7ee-P20.png","Use case: identity-preserve. Edit this complete hand-painted historical bust portrait to show EXACTLY THE SAME PERSON at age 70. This is an aging sequence, not a different actor and not makeup painted over a young face. Preserve unmistakable craniofacial skeleton, distinctive nose shape and length, eye spacing and eyelid asymmetry, ears, chin, mouth proportions and any scar/freckle landmark. Identity notes: long severe rectangular face, exceptionally broad straight nasal bridge and narrow nose tip, wide-set half-lidded hazel eyes, thick nearly horizontal eyebrows, strongly projecting square chin, small full mouth. Preserve original pose and camera orientation exactly, same opaque grey-brown background, same crop/eyeheight, upperleft illumination, coherent natural painterly realism. Keep historically correct circa1300 English clothing and headcovering from original; allow natural wear and modest cloth aging. Clearly elderly70: substantial anatomical aging, thinner skin with age spots and fine irregular wrinkles, sagging cheeks and jowls, under-eye hollows, softened jawline, thinner grey-white hair/receding hairline if visible, older neck. Preserve underlying bones and nose identity. Age the whole person naturally, not just add drawn zigzag wrinkle lines. Healthy believable elder, not gruesome. This must be a single finished square painting, no panels/text/labels/frame. No mirror, no new person, no cosmetic face beautification.","25eb86f49d5bd60c0554d2c8ef3cdadd102a9e89644e35607eca4fb0ad752b84"
