"id","kind","file","width","height","pivot_x","pivot_y","status","references","full_prompt","processing","sha256"
"tolbooth","base","assets/bld/tolbooth-v1.png","288","292","104","283","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET tolbooth: TOLBOOTH tax court: OPEN STONE ARCADE on GROUND FLOOR (two or three generous arches for market trade), upper timber/plaster MEETING ROOM, SMALL modest square bell tower or open bellcote at one roof end with visible bronze bell. Two by two tiles. Flat clay peg tiles, restrained civic authority, no palace, NO chimney.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","4443717041eec611380cceab5df39050223ae4d4c981bce160a54ec33dbcfea7"
"tolbooth_active","active","assets/active/tolbooth-active-v1.png","288","292","104","283","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/tolbooth-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One narrow oak toll-court transaction table with an open parchment account book and a rolled document. SW 2:1, no text or symbols, no architecture.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","d8e127f8cdddab9e8e812d86589da6022affb30c2d35560b6c9eb7312f0f98c0"
"tithe_barn","base","assets/bld/tithe_barn-v1.png","416","264","116","255","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET tithe_barn: TITHE BARN: VERY LONG SINGLE STOREY major agricultural barn, four by two tiles. Thick grey-brown rubble stone walls with THREE clearly projecting sturdy BUTTRESSES along long side, oak roof trusses under broad low pitched terracotta flat peg tile roof, HUGE central pair of barn doors and modest small gabled loading porch. No windows like a house, NO chimney or tower.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","22e65f05f11bf018a02027eceb038146e5bd5533dff856d04be8a7c9f98bd9ff"
"tithe_barn_active","active","assets/active/tithe_barn-active-v1.png","416","264","116","255","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/tithe_barn-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. Two tied grain SACKS on a low wooden handcart with TWO wooden wheels, small farm cargo, SW 2:1, no barn/people.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","97eec036d0d51cdda04f93dd91cde361c308a920de508ae66139587f0e625b82"
"bridge_chapel","base","assets/bld/bridge_chapel-v1.png","160","192","59","183","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/bridge_stone_nw_se-v2.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET bridge_chapel: Small narrow stone BRIDGE END CHAPEL intended at SE end of supplied bridge DECK (top-left panel of reference sheet, not whole sheet). One modest single storey rubble chapel, terracotta flat peg tile gable, narrow gothic window, simple doorway at northwest-facing end toward bridge. Small stone landing beneath door at same height as bridge roadway, short side parapet terminating cleanly at landing. NO bridge span included, no water or background, no chimney. Make compact modular stone road end rather than freestanding grassy church.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","aac61294b358f64235c0aff7b75a52a8f500add8bc3155dce91b732580468f2e"
"bridge_chapel_active","active","assets/active/bridge_chapel-active-v1.png","160","192","59","183","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/bridge_chapel-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One tiny iron sconce holding a short burning wax candle, subtle warm amber light, no glass or architecture.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","8e126851c9c665fa256b0ecaed530b43368dd02799326b527cf5f7c517d8b535"
"conduit_house","base","assets/bld/conduit_house-v1.png","160","176","69","167","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET conduit_house: CONDUIT HOUSE: a medieval stone public WATER BASIN, square waist-high grey-brown stone water trough beneath a small steep flat peg tile roof on four stone posts, stone head spout inside, low front basin lip visibly reveals water surface. Not a well, no bucket/winch. Calm water in idle base, no flowing stream yet. Compact public water structure. NO chimney.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","42811aca431c3be1bc0daf9c28f8b7fea6626c5e6e6f2c24158a4b073d356d31"
"conduit_house_active","active","assets/active/conduit_house-active-v1.png","160","176","69","167","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/conduit_house-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One clear small WATER STREAM flowing in a short downward arc from an invisible stone spout into an invisible basin: muted pale grey-green translucent water, a few tiny bright highlights and small contact ripples at its bottom. No basin, no tap or structure, not vivid blue.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","977a10a00016a14fe392faf2833c794d7789f26e90f524b69684097fb38644f3"
"priory_cell","base","assets/bld/priory_cell-v1.png","480","352","284","343","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET priory_cell: PRIORY CELL: modest small religious satellite house, FOUR BY THREE tiles, one small stone chapel attached to LOW single-storey CLOISTER WALK enclosing a small EMPTY rectangular courtyard. Flat clay peg tiled low roofs, pointed open cloister arches. Small scale monastery not cathedral or fortress, no massive tower, NO chimney. Transparent courtyard floor, no lawn/platform.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","0a212871e6f9396557e2db1798e10065275ab405603d3cf3088b3c305b3e0c5d"
"priory_cell_active","active","assets/active/priory_cell-active-v1.png","480","352","284","343","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/priory_cell-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. One simple short wax candle in a small iron wall bracket, restrained warm amber glow, no wall or architecture.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","ba35a900ff6a947bc70a3ffa4d1aac776b6e8bb1f4bb9f1951f6ff7d8e2d0488"
"pilgrim_shrine","base","assets/bld/pilgrim_shrine-v1.png","144","160","72","151","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET pilgrim_shrine: PILGRIM SHRINE: tiny roadside devotional structure, simple waist-high grey-brown stone plinth supporting small oak niche with low steep flat peg-tile shelter, a small plain cross carved within niche. Distinct from market cross/chapel. One-person-scale wayside shrine, no tall tower, no people, NO chimney, no terrain platform.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","27f9a582e783549658e29ad34409eb95f2099214e955aeec603d9859e616a509"
"pilgrim_shrine_active","active","assets/active/pilgrim_shrine-active-v1.png","144","160","72","151","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/pilgrim_shrine-v1.png","Create transparent RGBA isolated overlay ingredient for medieval English game sprite. Match attached project style, muted handpainted prerender, upper-left light, SW orthographic2:1. NO buildings or ground, no text/background/aura. Three short uneven votive wax CANDLES with tiny warm amber flames, close clustered, no big glow or stand, no building.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","4677744a7a4fd41d1683d1a334109e1a4a69b04f26fe22e52bfe2024176e66bf"
"quay","base","assets/bld/quay-v1.png","256","128","68","119","candidate","/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/house_l2-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/church-v2.png;/tmp/astra-wave12-work-20260926/astra-wave12-reference-files/storehouse.png","Create ONE isolated production game BUILDING sprite, true transparent RGBA, no background, no ground tile or terrain slab, no text, no border. Match these supplied project sprites' precise clean hand-painted prerendered 2D style: dark brown narrow outlines, warm muted terracotta FLAT small peg tiles, cream lime plaster, weathered oak, grey-brown rubble stone, soft upper-left light and only tiny contact AO. Southern England AD1348. Strict SW-view orthographic 2:1 isometric, parallel ground edges at +/-26.565 degrees; verticals vertical. Keep ordinary doors at same human scale as reference house. No perspective or photorealism. Entire asset visible with transparent margins. No domestic chimney, chimney pot or flue: domestic rooms use an internal open hearth. No glass or blue windows: dark unglazed openings with solid oak shutters. No people, no smoke, no glow in this idle base. No modern brick, slate, rounded/barrel/S-shaped tiles, fantasy ornaments, banners or lettering. Functional restrained vernacular building, NOT Tudor revival decoration. Use enough large simple functional details to remain legible as a small game sprite.  Roof tiles must be THIN FLAT rectangular shingles, absolutely NOT curved tubes. Transparent background includes all courtyards/negative space: NO painted haze, glow, brown aura, gradient shadow or halo. 
ASSET quay: RIVERSIDE QUAY MODULE, wide 2:1 rectangle, grey-brown rubble-stone revetment with sturdy flat cobbled loading top in strict 2:1 isometric view, three thick oak mooring posts on water edge, one barrel and two tied sacks. Open on two repeatable ends. No boats, buildings, chimney, terrain platform, or water baked in. Water side is transparent; compact engineering module exactly twice as wide as high.","Opaque architectural alpha extraction at 240; one Lanczos downsample; common canvas; 2px RGB edge bleed in zero-alpha pixels.","9d6a9985830b6cc6ddfb65f7d670fb9172a6ff3c67d8e3e565e9439bbd74fabf"
"quay_active","active","assets/active/quay-active-v1.png","256","128","68","119","candidate","/tmp/astra-wave12-work-20260926/delivery/assets/bld/quay-v1.png","ONE isolated medieval game prop: a heavy natural hemp MOORING ROPE coil next to one short tied sack, SW orthographic 2:1 ground view, warm brown weathered rope, upper-left light, clean hand-painted outlined project style. No dock, water, buildings, background, text or aura. True transparent RGBA. Active overlay ingredient for the attached quay.","Generated prop/effect crop placed at manually inspected native base feature coordinates.","70e16ca30d08b0e34e3c45f947d6968a8ffa0d0eae14d83b472e2582f7d65566"
"icons_AB","icon_sheet","assets/icons/buildings_AB-96.png","1344","96","","","candidate","final building sprites; icon cordwainer/tailor generated separately","See records/generation.json for actual building and icon prompts.","96px cells, crop to alpha bbox and fit within86px; dedicated trade-icon replacements fit88px.","d36b10a779ea347d67ae2936577a154746134e60858af7237a2ec1a14f210339"
"icons_C","icon_sheet","assets/icons/buildings_C-96.png","480","96","","","candidate","final building sprites; icon cordwainer/tailor generated separately","See records/generation.json for actual building and icon prompts.","96px cells, crop to alpha bbox and fit within86px; dedicated trade-icon replacements fit88px.","4b9df75470a49ae97a20fd96e1359954ab4c5ea9ba629d9b4e62d610967ede11"
"icons_D","icon_sheet","assets/icons/buildings_D-96.png","960","96","","","candidate","final building sprites; icon cordwainer/tailor generated separately","See records/generation.json for actual building and icon prompts.","96px cells, crop to alpha bbox and fit within86px; dedicated trade-icon replacements fit88px.","52b867047c8daea62e39b07a377edbe6629071b3a2ca8e08604631217a33da0c"
